title,summary,publisher,link,date
KIST 유럽연구소 창립 30주년···'한·유럽 공동연구 가교' 청사진,"한국과학기술연구원(KIST) 유럽연구소가 창립 30주년을 맞아 지난 17일 독일 자르브뤼켄(Saarbrucken) 시청에서 기념식을 열고, 세계와 미래를 잇는 글로벌 연구협력 거점으로 도약하기 위한 새로운 비전을 선",이데일리,https://n.news.naver.com/mnews/article/018/0006332550,2026-07-19
"""인스타 이어 카톡도 금지?""…'네카오' 14세 미만 빗장 걸리나 [자막뉴스]","정부가 국내 청소년들의 SNS 과몰입을 방지하기 위해 만 14세 미만의 가입을 제한하도록 논의하는 가운데, 구글과 메타 같은 글로벌 IT 기업뿐 아니라 네이버와 카카오 등 국내 기업들도 규제 대상에 포함되는 방안이",SBS,https://n.news.naver.com/mnews/article/055/0001373603,2026-07-19
"AI 전력 대란 막는다…한국, SMR·핵융합 ‘2030년대 에너지 승부수’",인공지능(AI) 데이터센터와 반도체 산업 확대로 전력 수요가 폭증할 것으로 예상되면서 정부가 차세대 에너지 확보 경쟁에 본격 뛰어든다. 과학기술정보통신부는 16일 청와대 영빈관에서 열린 ‘2026년 하반기 업무계획’,이데일리,https://n.news.naver.com/mnews/article/018/0006332651,2026-07-19
"챗GPT 모델이 스스로 해킹까지…정부, AI 신원확인 검토",에이전틱 AI 이니셔티브 심의 AI 에이전트 신원확인 방안 검토 문제 시 책임 가릴 기준 살피기로 권한 관리·목표 이탈 방지 지침 마련 성능·안전·신뢰성 평가체계 구축 정부가 사람 대신 업무를 수행하는 AI 에이전트,노컷뉴스,https://n.news.naver.com/mnews/article/079/0004171288,2026-07-23
바둑 합동훈련 AI 바둑 ‘한돌’ 제공[콘텐츠 핫&뉴],"‘한중 청소년스포츠교류’ 바둑 종목의 합동훈련에 인공지능(AI) 바둑 프로그램 ‘한돌’이 제공됐다. 한중 청소년스포츠교류는 2008년부터 농구, 탁구, 배드민턴 등 3개 종목으로 매년 진행돼 왔으며 올해 처음 바둑",매일경제,https://n.news.naver.com/mnews/article/009/0005711191,2026-07-23
韓·日 평균 수명 84.1세로 아시아 34개국 중 최고,"한국과 일본이 아시아 지역에서 평균 수명이 가장 긴 나라로 확인됐다. 고려대, 경희대, 연세대, 미국 워싱턴대 보건계량평가연구소(IHME), 게이츠재단 등 전 세계 보건학자와 과학자 857명이 참여한 대규모 국제 공",서울신문,https://n.news.naver.com/mnews/article/081/0003663892,2026-07-23
"배경훈 ""통신사도 AI 기업""…6G·AI-RAN 투자 본격화","▲ 배경훈 부총리 겸 과학기술정보통신부 장관 배경훈 부총리 겸 과학기술정보통신부 장관이 통신사를 'AI 인프라·플랫폼 기업'으로 규정하고 차세대 네트워크 투자를 당부했습니다. 과기정통부는 오늘(23일) 오전 SKT,",SBS,https://n.news.naver.com/mnews/article/055/0001374806,2026-07-23
"LGU+ 개인화 AI 기술, 최고 권위 학회서 논문 채택",LG유플러스의 개인화 인공지능(AI) 기술이 세계 최고 권위의 정보검색 분야 국제 학술대회에서 경쟁력을 인정받았다. LG유플러스는 자체 개발한 차세대 개인화 인공지능(AI) 기술 '퍼스널 인텔리전스(Personal,노컷뉴스,https://n.news.naver.com/mnews/article/079/0004171179,2026-07-23
"""저전력 뉴로모픽 AI용 '스파이킹 신경망' 새 학습기법 개발""","KIST ""새 SNN 학습기법 'A²SG' 개발…세계 최고 수준 정확도 달성"" 국내 연구진이 사람 뇌처럼 필요한 순간에만 신호를 주고받으며 적은 에너지로 작동, 저전력 뉴로모픽 인공지능(AI)에 사용될 수 있는 '스",연합뉴스,https://n.news.naver.com/mnews/article/001/0016210721,2026-07-23
애플 보란듯…삼성 ‘여권형 폴드’로 기선제압,"접었을 땐 여권처럼 한 손에 들어오는 안정감을, 펼쳤을 땐 상하 여백을 줄인 4대3 황금비율의 몰입형 화면이 펼쳐진다. 삼성전자가 22일(현지시간) 영국 런던 올드 빌링스게이트에서 ‘갤럭시 언팩 2026’을 열고 새",중앙일보,https://n.news.naver.com/mnews/article/025/0003539458,2026-07-23
"""폴드7보다 새롭다""…태국 배우도 사로잡은 '폴드8' 신상","""폴드7과 비교해도 확실히 새로운 느낌이에요."" 22일(현지시간) 영국 런던 올드 빌링스게이트에서 열린 '갤럭시 언팩 2026'에서는 새롭게 완성된 폴더블폰 3종을 직접 비교하려는 참석자들의 발길이 이어졌다. 행사",아이뉴스24,https://n.news.naver.com/mnews/article/031/0001044240,2026-07-23
"KT ""미디어 계열사 통합, 결정된 것 없어""…티빙·웨이브 합병엔  ""공식 요청 안 받아""","박윤영 KT 대표가 최근 불거진 미디어 계열사 통합설에 대해 ""여러 고민은 하고 있지만 구체적으로 결정된 것은 없다""고 선을 그었다. 티빙과 웨이브 합병을 둘러싸고 KT의 반대로 절차가 지연되고 있다는 관측에 대해서",디지털데일리,https://n.news.naver.com/mnews/article/138/0002235127,2026-07-23
애플 참전 앞둔 삼성의 승부수…폴더블 넘어 'AI 생태계' 키운다,애플의 폴더블 스마트폰 시장 진출이 임박한 가운데 삼성전자가 선제 대응에 나섰다. 폴더블 라인업을 처음으로 3종으로 확대하고 인공지능(AI) 안경과 스마트워치까지 공개하며 스마트폰을 넘어 웨어러블을 아우르는 AI 생,비즈워치,https://n.news.naver.com/mnews/article/648/0000049125,2026-07-23
"배경훈 부총리 ""이통3사, AI 기업으로 나아가야""...이통3사 CEO와 회동","배경훈 부총리 겸 과학기술정보통신부 장관이 이동통신 3사 최고경영자(CEO)와 회동했다. 차세대 네트워크 투자 확대와 통신비 부담 완화, AI 기반 네트워크 고도화 방안 등이 논의됐다. 배 부총리는 이제는 단순한 통",아이뉴스24,https://n.news.naver.com/mnews/article/031/0001044233,2026-07-23
"삼성바이오, 하반기 新공장 효과로 '가이던스 상단' 자신","삼성바이오로직스가 노조 리스크에도 불구하고 지난 2분기 매출 1조3209억원, 영업이익 5864억원을 기록하며 역대 최대 분기 실적을 달성했다. 하반기에는 미국 록빌 생산시설과 송도 5공장의 매출 기여가 본격화할 것",전자신문,https://n.news.naver.com/mnews/article/030/0003450300,2026-07-23
새 대표 맞은 카카오엔터프라이즈-디케이테크인…성장·수익성 시험대,"카카오그룹 기업간거래(B2B) 부문 양축인 카카오엔터프라이즈와 디케이테크인이 나란히 새 대표 체제를 맞으며 인공지능(AI)·클라우드 사업이 새로운 전환점을 맞게 됐다. 새 경영진이 성장과 수익성 개선, 양사 시너지",지디넷코리아,https://n.news.naver.com/mnews/article/092/0002431607,2026-07-23
"[AI는 지금] ""AI가 짠 코드, AI가 잡는다""…시스코, 개발보안 시장 정조준",시스코가 소프트웨어 취약점 탐지에 특화된 소형 인공지능(AI) 모델을 내놓으며 개발보안 시장 공략에 나섰다. 대형 범용 모델 대신 비용 부담을 낮추고 내부 환경에서도 운영할 수 있는 특화 모델을 앞세워 코드 변경 때,지디넷코리아,https://n.news.naver.com/mnews/article/092/0002431604,2026-07-23
"[AI는 지금] 로봇 두뇌에 1억 달러 몰렸다…中 피사이봇, 유니콘 등극",중국 피지컬 인공지능(AI) 스타트업 피사이봇이 14억8000만 달러의 기업가치를 인정받으며 유니콘 기업에 합류한다. 중국이 제조·물류 현장에서 확보한 대규모 데이터를 바탕으로 로봇과 자율주행차용 월드모델 개발에 속,지디넷코리아,https://n.news.naver.com/mnews/article/092/0002431601,2026-07-23
"배터리 폭발·화재 사전에 막는다…미세한 전극 두께, 실시간 측정",전기차 화재나 폭발의 원인이 될 수 있는 배터리 전극의 미세한 두께 차이를 뜯거나 손상시키지 않고 매우 빠른 속도로 머리카락 굵기의 약 1만분 1수준까지 정밀하게 측정할 수 있는 계측 기술이 개발됐다. 리튬이온 배터,디지털타임스,https://n.news.naver.com/mnews/article/029/0003038514,2026-07-23
"""더 가볍고 편하게""…VOC 반영해 강력해진 갤럭시Z8 시리즈","신민경 기자 고객이 폴더블폰의 매력을 극대화해 느낄 수 있도록 노력했습니다. 삼성전자(005930)는 23일 오전 서울 중구 태평로빌딩에서 미디어 브리핑을 열고, 고객의 목소리(VOC)를 적극 반영해 스펙과 완성도를",뉴스1,https://n.news.naver.com/mnews/article/421/0009074930,2026-07-23
"KT 박윤영 ""미디어 계열사 통합 고민 중…구체화 안 돼""","티빙·웨이브 합병엔 ""공식 요청 없어…결정된 바 없다"" LGU+ 홍범식, AIDC 투자·모두의AI 계획엔 ""기회 있을 것"" 박윤영 KT 최고경영자(CEO)가 미디어 계열사 통합 가능성에 대해 ""고민은 하고 있지만 구",연합뉴스,https://n.news.naver.com/mnews/article/001/0016210735,2026-07-23
"한국인 평균 83.7년 산다…기대수명 역대 최고, 자살률은 OECD 1위","복지부, ‘2026 OECD 보건통계’ 세부 분석 발표 OECD 평균比 기대수명 2.5년↑…예방가능 사망 낮지만 자살률 여전히 최고 외래진료 OECD 1위, 의사 부족 여전…의료비 증가 속도 OECD 평균 상회 우리",조선비즈,https://n.news.naver.com/mnews/article/366/0001181227,2026-07-23
"삼성전자 노사, 성과급 일부 사회공헌 추진…회사도 매칭 검토",삼성전자 노사가 디바이스솔루션(DS·반도체) 부문 특별경영성과급의 일부를 사회공헌에 활용하는 방안을 추진한다. 임직원이 자율적으로 기부하면 회사도 같은 금액을 추가로 내는 '1대1 매칭' 방식이 검토되고 있다. 23,중앙일보,https://n.news.naver.com/mnews/article/025/0003539610,2026-07-23
기대수명 83.7년 '역대 최고'…자살률은 1위·의사 수도 최하위권,우리나라 국민의 기대수명이 83.7년으로 역대 최고치를 기록하며 경제협력개발기구(OECD) 평균(81.2년)을 웃도는 것으로 나타났다. 반면 자살사망률은 OECD 회원국 가운데 가장 높았고 임상 의사 수는 최하위권에,뉴스1,https://n.news.naver.com/mnews/article/421/0009074899,2026-07-23
"같은 '동의 없는 수집'인데…틱톡 103억, 애플 2.5억 과징금 차이 이유","개인정보보호위원회가 22일 전체회의를 열고 틱톡에 103억원, 애플에는 2억5200만원의 과징금을 부과했다. 두 기업 모두 실질적인 이용자 동의 없이 개인정보를 수집·이용한 점은 같았지만, 위반 시기에 따른 법 적용",이데일리,https://n.news.naver.com/mnews/article/018/0006335395,2026-07-23
"박윤영 KT 대표 ""미디어 계열사 통합 구체화 안 돼…티빙·웨이브 합병도 요청 없어""","박윤영 KT 대표가 최근 제기된 KT 미디어 계열사 통합설에 대해 ""구체적으로 결정된 것은 없다""며 관련 보도를 사실상 부인했다. 티빙·웨이브 합병과 관련해서도 ""공식적으로 요청받은 것이 없다""며 기존 입장을 재확인",머니투데이,https://n.news.naver.com/mnews/article/008/0005389875,2026-07-23
행태정보 광고에 쓴 틱톡 103억·시리 음성 모은 애플 2억…왜?,개인정보보호위원회가 적법한 근거 없이 개인정보를 수집·이용한 틱톡과 애플에 각각 103억 600만 원과 2억 5200만 원의 과징금을 부과했다. 과징금 차이를 가른 핵심은 위반 행위와 연결된 매출의 유무였다. 틱톡은,뉴스1,https://n.news.naver.com/mnews/article/421/0009074873,2026-07-23
[써보니] 갤럭시 Z 폴드8…화면비 변화가 가장 먼저 눈길,"""소비자 사용 패턴 분석한 최적화 비율"" 워치부터 스마트글래스까지…AI 기기 라인업 완비 삼성전자가 새 화면비를 적용한 차세대 폴더블폰 '갤럭시 Z 폴드8'은 처음 손에 쥐는 순간부터 기존 폴더블과 다른 인상을 남겼",연합뉴스,https://n.news.naver.com/mnews/article/001/0016210634,2026-07-23
"젠슨 황 ""훌륭한 중국 모델은 써야""…AI 봉쇄론에 '반기'",젠슨 황 엔비디아 최고경영자(CEO)가 중국 오픈소스 인공지능(AI) 모델을 차단하려는 미국 정부와 자국 AI 기업들의 움직임에 공개적으로 반기를 들었다. 중국 모델이 미국의 AI 주도권을 위협한다는 주장과 달리 오,한국경제,https://n.news.naver.com/mnews/article/015/0005313000,2026-07-23
"""성과급 나누자""…삼성전자 노조 위원장 깜짝 발표",삼성전자 노사가 디바이스솔루션(DS·반도체)부문 특별경영성과급 일부를 사회공헌에 활용하는 방안을 검토하고 있다. 임직원이 자율적으로 기부하면 회사가 같은 금액을 보태는 '1대1 매칭' 방식이 유력하게 논의 중이다.,한국경제TV,https://n.news.naver.com/mnews/article/215/0001259706,2026-07-23
"오픈AI, 2030년까지 컴퓨팅 지출 1100조원 전망… 조지아 AIDC 직접 구축",챗GPT 개발사 오픈AI가 2030년까지 컴퓨팅 인프라에 투입할 지출 전망치를 약 1100조원(7500억달러)으로 높였다. 미국 조지아주에서는 처음으로 설계와 개발을 직접 주도하는 대규모 인공지능 데이터센터(AIDC,디지털데일리,https://n.news.naver.com/mnews/article/138/0002235120,2026-07-23
"美선 1400억 합의한 '시리' 음성 수집 논란…韓선 과징금 2.5억, 왜?",애플이 음성 비서 서비스 '시리'로 수집한 이용자 목소리와 대화 기록을 동의 없이 서비스 개선에 썼다는 이유로 정부로부터 과징금 약 2억5000만원을 부과받았다. 국에서는 1400억 원대 집단소송 합의로 이어진 사안,뉴시스,https://n.news.naver.com/mnews/article/003/0014083576,2026-07-23
"구글, AI 투자에 300조원…깜작 실적에도 현금흐름 첫 적자","구글이 인공지능(AI) 인프라에 쓸 돈을 석 달 만에 또 늘렸다. 이미 막대한 돈을 데이터센터와 AI 반도체에 쏟아붓고 있지만, 기업들의 AI 사용량이 예상보다 빠르게 늘자 투자 속도를 더 끌어올리기로 한 것이다.",동아일보,https://n.news.naver.com/mnews/article/020/0003735960,2026-07-23
"280조 대미투자 1호는 에너지…정부 ""8~9월 발표, 쿠팡 문제도 설명 중""","한미 무역합의에 따라 추진되는 2,000억 달러(약 280조 원) 규모 대미 투자 가운데 첫 프로젝트는 에너지 분야가 될 가능성이 높아졌다. 정부는 미국 측과 투자 조건을 막판 조율 중이며 이르면 8월 말, 늦어도",한국일보,https://n.news.naver.com/mnews/article/469/0000943875,2026-07-23
"삼성전기, AI 서버용 MLCC 3000억원 수주… 내년부터 공급",삼성전기가 글로벌 대형 기업과 약 3000억원 규모의 인공지능(AI) 서버용 적층세라믹캐패시터(Multi-Layer Ceramic Capacitor·MLCC) 공급 계약을 체결했다고 23일 밝혔다. 계약 기간은 20,조선비즈,https://n.news.naver.com/mnews/article/366/0001181211,2026-07-23
"ABC, 트럼프 '대선 불복' 연설 생중계 거부로 방송 면허 조기 재심사 위기","도널드 트럼프 미국 대통령이 자신의 '대선 불복' 연설을 생중계하지 않은 ABC·NBC·CNN 등에 ""방송 면허를 박탈당해야 한다""고 말하자, 미국 연방통신위원회(FCC)가 ABC 면허 조기 재심사를 할 수 있다고",지디넷코리아,https://n.news.naver.com/mnews/article/092/0002431595,2026-07-23
"배경훈 ""통신사, AI 기업으로 바뀌어야""…8월 민관협의체 출범","정부와 통신 3사가 AI 시대에 발맞춰 네트워크를 차세대 기술로 고도화하고, 고물가 상황에 대응해 국민 통신비 부담을 줄이기 위한 범국가적 민생 안전에 힘을 모으기로 했다. 과학기술정보통신부는 23일 오전 서울 을지",이데일리,https://n.news.naver.com/mnews/article/018/0006335356,2026-07-23
"""콘텐츠 최적화""…'4대3' 와이드 폴더블 폰 갤Z폴드8에 외신도 호평",삼성전자(005930)가 선보인 새로운 '와이드형' 폴더블 폰 '갤럭시Z폴드8'을 두고 주요 외신에서 전반적으로 호평을 보내고 있다. 삼성전자는 22일(현지시간) 영국 런던에서 갤럭시언팩 2026 행사를 열고 △갤럭,뉴스1,https://n.news.naver.com/mnews/article/421/0009074816,2026-07-23
"‘실적 호조’ 구글, AI 300조 투자 부담… 제미나이 경쟁력 우려에 성과 압박 커져","클라우드 폭발적 성장에도 시장은 경계 천문학적 투자에 현금흐름 적자 제미나이 출시 지연에 AI 전략 시험대 구글 모회사 알파벳이 클라우드 사업의 성장에 힘입어 올 2분기 시장 예상을 웃도는 실적을 기록했지만, 인공지",조선비즈,https://n.news.naver.com/mnews/article/366/0001181208,2026-07-23
"""음식 주문도 배달도 알아서""…구글 제미나이, 갤럭시Z8 탑재",구글의 인공지능(AI) '제미나이'가 삼성전자의 신형 폴더블폰 '갤럭시 Z 폴드8'을 만나 더 똑똑해졌다. 이용자가 주머니에서 스마트폰을 꺼내지 않아도 AI가 배달 주문이나 쇼핑을 스스로 처리한다. 메나카 슈로프 구,뉴시스,https://n.news.naver.com/mnews/article/003/0014083531,2026-07-23
"엔비디아 독주에 제동...AMD·앤스로픽, 7.3조 AI 인프라 ‘초대형 동맹’","AMD와 생성형 AI 기업 앤스로픽(Anthropic)이 차세대 AI 인프라 구축을 위한 전략적 파트너십을 체결했다. 양사는 최대 2기가와트(GW) 규모의 AI 데이터센터용 GPU 클러스터를 구축하고, AMD는 향후",이데일리,https://n.news.naver.com/mnews/article/018/0006335352,2026-07-23
비만약 '세마글루타이드' 성인발병 발작 위험 낮출 가능성 확인,당뇨병과 비만 치료제로 널리 사용되는 GLP-1 계열 치료제 '세마글루타이드'가 성인발병 발작 위험을 유의하게 낮출 가능성이 있다는 대규모 국제 공동연구 결과가 나왔다. 혈당 조절과 체중 감량 효과를 넘어 신경계 보,파이낸셜뉴스,https://n.news.naver.com/mnews/article/014/0005551882,2026-07-23
"배경훈 부총리 ""통신사도 AI 기업으로""…이통3사에 과감 투자 주문(종합)",심지혜 윤현성 기자 = 배경훈 부총리 겸 과학기술정보통신부 장관이 이동통신 3사에 차세대 네트워크와 인공지능(AI) 인프라에 대한 과감한 투자를 주문했다. 통신사를 단순한 연결 서비스 사업자가 아닌 AI 기업으로 전,뉴시스,https://n.news.naver.com/mnews/article/003/0014083497,2026-07-23
"""친구에게 추천""…이세돌 꺾었던 AI, 中학생도 반했다",한중 청소년스포츠교류에 바둑이 첫 정식 종목으로 채택되면서 인공지능(AI)이 양국 중학생들의 합동훈련에 투입됐다. 이번 바둑 종목 신설은 지난 1월 한중 정상회담에서 합의한 '미래세대 교류 활성화'의 후속 조치다.,한국경제,https://n.news.naver.com/mnews/article/015/0005312990,2026-07-23
"""림프종 치료 전 '이것'만으로 항암제 반응, 예후 알 수 있다""",국내 연구진이 미만성 거대 B세포 림프종 환자에서 표적 항암제 '리툭시맙'의 치료 효과를 저해하는 새 기전을 규명하고 이를 예측할 수 있는 혈액 바이오마커(생체지표)를 제시했다. 삼성서울병원은 김석진 혈액종양내과 교,뉴스1,https://n.news.naver.com/mnews/article/421/0009074780,2026-07-23
"NASA 큐리오시티, 화성서 고대 모래폭풍 흔적 발견 [여기는 화성]",미국 항공우주국(NASA) 화성탐사 로버 큐리오시티가 화성에서 고대 모래폭풍의 흔적을 발견했다고 우주과학매체 스페이스닷컴이 최근 보도했다. 과학자들은 수십억 년 전 화성이 지금과는 크게 다른 환경이었을 것으로 보고,지디넷코리아,https://n.news.naver.com/mnews/article/092/0002431592,2026-07-23
빈틈없는 몰입감… 4.1㎜ 두께로 더 넓게 펼쳤다,‘Z 폴드8’ 여권형 디자인 여백 없애 ‘플렉스 티타늄’ 으로 화면 주름 잡고 AI 비서 ‘나우넛지’가 일정 등 제안 1TB 기준 가격 345만원까지 올라 AI 글라스 디자인 2종·새 워치 공개 여권 크기만 한 스마,서울신문,https://n.news.naver.com/mnews/article/081/0003663793,2026-07-23
"""무조건 동의하라더니 몰래 맞춤광고""…틱톡 과징금 103억 제재",틱톡이 국내 이용자 945만명의 타사 웹·앱 활동 기록을 적법한 근거 없이 수집해 맞춤형 광고에 활용한 사실이 확인됐다. 이에 틱톡은 100억원이 넘는 과징금 제재를 받았다. 개인정보보호위원회는 지난 22일 오후 전,뉴시스,https://n.news.naver.com/mnews/article/003/0014082950,2026-07-23
"SK텔레콤, 피지컬 AI 글로벌 기술 표준화 나선다…로보틱스 사업 확장",ITU-T서 ‘RDF 연동 구조 및 방식’ 과제 채택 데이터 형식·인터페이스 호환성 개선 기대 SK텔레콤이 피지컬 인공지능(AI) 분야의 글로벌 기술 표준화에 나선다. 제조 AI에서 축적한 디지털 트윈 역량을 로보틱,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002673753,2026-07-23
"네이버, 도쿄에 ‘스마트빌딩’ 솔루션 수출...젠슨 황도 극찬했던 기술","네이버가 일본 도쿄 핵심 상업지구에 있는 빌딩에 네이버 사옥 ‘1784’의 스마트 빌딩 운영 기술 설루션을 적용한다. 네이버는 23일 “NTT동일본, 미쓰이부동산과 함께 일본 도쿄 핵심 상업 지구에 있는 ‘도쿄 미드",조선일보,https://n.news.naver.com/mnews/article/023/0003989184,2026-07-23
"배경훈 ""AI 경쟁력 핵심은 네트워크""…통신3사에 투자 확대 주문","정부가 이동통신3사에 AI 시대를 뒷받침할 차세대 네트워크 투자 확대를 주문했다. AI 데이터센터(AIDC), 피지컬 AI, 자율주행 등 AI 산업이 빠르게 확산하는 가운데 차세대 네트워크가 국가 AI 경쟁력을 좌우",디지털데일리,https://n.news.naver.com/mnews/article/138/0002235130,2026-07-23
"“구글보다 연산부담↓정확도↑” KIST, 뉴로모픽 AI 학습기법 개발",ChatGPT로 대표되는 생성형 인공지능이 확산되면서 데이터센터 전력 소모가 글로벌 사회적 과제로 떠올랐다. 이를 해결하기 위해 글로벌 빅테크 기업들은 사람의 뇌를 모방한 저전력 ‘뉴로모픽 반도체’ 개발에 나서고 있,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002674030,2026-07-23
"'기대수명' 늘었는데 아픈 기간도 증가…""건강하지 않은 삶 11.6년""","의학 발전과 생활환경 개선 등으로 세계인의 기대수명은 30여년간 9.2년 증가했지만, 건강수명은 7.2년 증가하는 데 그쳐 건강하지 못한 상태로 사는 기간이 2년 가까이 길어진 것으로 나타났다. 22일 연합뉴스에 따",한국경제,https://n.news.naver.com/mnews/article/015/0005312730,2026-07-23
"고려대 연구팀, 아시아 34개국 30년 수명 추적",고려대학교는 강지승 교수와 연동건 경희대 교수 공동 연구팀이 아시아 34개국의 지난 34년간 보건 지표를 정밀 분석한 장기 추적 결과를 발표했다고 23일 밝혔다. 한국과 일본이 포함된 아시아·태평양 고소득 지역의 기,전자신문,https://n.news.naver.com/mnews/article/030/0003450236,2026-07-23
‘애플 얼마든지 드루와!’ 삼성의 폴더블 자신감…노태문 사장 “삼성만의 기술과 노하우로 폴더블 시장 선점할 것”,"“폴드8 울트라와 폴드8, 플립8로 이어지는 폴더블 스마트폰 3종 라인업을 내세워 역대 폴더블 라인업 중 최대 판매량을 기록할 것으로 기대합니다.” 노태문 삼성전자 디바이스경험(DX)부문장(사장)은 22일(현지시간)",세계일보,https://n.news.naver.com/mnews/article/022/0004145233,2026-07-23
"""내 목소리·대화록 몰래 썼다""…정부, 애플 '시리' 무단 활용에 과징금",애플이 음성 비서 서비스 '시리'를 통해 수집한 이용자의 목소리와 대화 기록을 동의 없이 서비스 개선에 썼다는 이유로 우리 정부로부터 과징금 제재를 받았다. 개인정보보호위원회는 22일 전체회의를 열고 개인정보 보호법,뉴시스,https://n.news.naver.com/mnews/article/003/0014082947,2026-07-23
"SKT, 피지컬 AI 국제표준 선도…ITU-T서 로봇 데이터 표준 과제 채택",SK텔레콤이 제조 AI(인공지능) 분야에서 축적한 디지털 트윈 기술을 로보틱스로 확장하며 피지컬 AI 국제표준 선점에 나선다. 휴머노이드 등 지능형 로봇의 AI 학습에 필요한 데이터 생산·활용 체계를 국제표준으로 제,머니투데이,https://n.news.naver.com/mnews/article/008/0005389709,2026-07-23
"대한민국 우표전시회, 29일부터 DDP에서 열린다","2026 대한민국 우표전시회’가 오는 29일부터 닷새간 동대문디자인플라자 이간수문 전시장에서 열린다. 올해 우표전시회는 ‘우표, 시대에 퐁당 빠지다’란 주제로 과거와 현재, 미래를 잇고 전 세대를 연결하는 우표를 매",지디넷코리아,https://n.news.naver.com/mnews/article/092/0002431440,2026-07-23
도쿄역에 가면 네이버 '1784'가 보인다,"팀네이버는 NTT 동일본, 미쓰이부동산과 함께 일본 도쿄 핵심 상업지구에 위치한 '도쿄 미드타운 야에스' 빌딩에 네이버 사옥 '1784'의 스마트빌딩 운영 기술 솔루션을 적용한다고 23일 밝혔다. 도쿄 미드타운 야에",비즈워치,https://n.news.naver.com/mnews/article/648/0000049121,2026-07-23
"LGU+, 개인화 AI, 세계 정보검색 학술대회서 기술력 입증",LG유플러스의 개인화 인공지능(AI) 기술이 세계적인 정보검색 분야 국제 학술대회에서 경쟁력을 인정받았다. LG유플러스는 자체 개발한 차세대 개인화 AI 기술 퍼스널 인텔리전스 관련 논문이 호주 멜버른에서 열리는 국,뉴시스,https://n.news.naver.com/mnews/article/003/0014082711,2026-07-23
"정부-통신 3사, 민생 대책 7월 발표…""취약 계층 한시적 혜택 확대""",과학기술정보통신부와 통신 3사가 민생 안정을 위한 추가 통신 대책을 마련하기로 했다. 미래 성장을 위한 AI 네트워크 고도화 문제 역시 적극적인 투자 의지를 내비쳤다. 배경훈 부총리 겸 과학기술정보통신부 장관은 23,동행미디어 시대,https://n.news.naver.com/mnews/article/417/0001152697,2026-07-23
"전기는 덜 먹고 더 똑똑하게…KIST, 저전력 AI 학습법 개발",사람의 뇌처럼 필요한 순간에만 신호를 주고받아 전력 소모를 줄여 인공지능(AI)의 정확도를 높일 수 있는 학습기법이 국내에서 개발됐다. 한국과학기술연구원(KIST)은 박성식 반도체기술연구단 선임연구원 연구팀이 스파이,뉴스1,https://n.news.naver.com/mnews/article/421/0009074892,2026-07-23
