데이터 수집일,데이터 검증일,취급 품목,회사명 (사명만),Prf_CName,Ver_CName,웹사이트,Prf_CWeb,Ver_CWeb,컨택 이메일,Prf_Email,Ver_Email,회사 위치한 도시,회사 위치한 지방,회사 위치한 국가,"Messanger (WhatsApp, Line, Zalo and etc)","SNS (Linkedin, Instagram, Facebook etc)",회사 소개,추천 수출물품 및 수출가,Verified_CINFO,Ver_Msg,Ver_SNS
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Trading,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Trading+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Trading+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Global Marine,https://www.google.com/search?q=Taipa%20Global%20Marine+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Global+Marine+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Asian Food Imports,https://www.google.com/search?q=Cotai%20Asian%20Food%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood3,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Asian+Food+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula HORECA Procurement,https://www.google.com/search?q=Macau%20Peninsula%20HORECA%20Procurement+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+HORECA+Procurement+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Seafood Wholesale,https://www.google.com/search?q=Taipa%20Seafood%20Wholesale+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Seafood+Wholesale+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Aquatic Products,https://www.google.com/search?q=Cotai%20Aquatic%20Products+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood6,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Aquatic+Products+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Gourmet Foods,https://www.google.com/search?q=Macau%20Peninsula%20Gourmet%20Foods+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Gourmet+Foods+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Fresh Seafoods,https://www.google.com/search?q=Taipa%20Fresh%20Seafoods+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Fresh+Seafoods+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Oceanic Imports,https://www.google.com/search?q=Cotai%20Oceanic%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood9,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Oceanic+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Logistics,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Logistics+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Logistics+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Pacific Trading,https://www.google.com/search?q=Taipa%20Pacific%20Trading+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Pacific+Trading+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Atlantic Distributors,https://www.google.com/search?q=Cotai%20Atlantic%20Distributors+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood12,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Atlantic+Distributors+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Trading,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Trading+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Trading+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Global Marine,https://www.google.com/search?q=Taipa%20Global%20Marine+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Global+Marine+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Asian Food Imports,https://www.google.com/search?q=Cotai%20Asian%20Food%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood15,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Asian+Food+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula HORECA Procurement,https://www.google.com/search?q=Macau%20Peninsula%20HORECA%20Procurement+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+HORECA+Procurement+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Seafood Wholesale,https://www.google.com/search?q=Taipa%20Seafood%20Wholesale+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Seafood+Wholesale+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Aquatic Products,https://www.google.com/search?q=Cotai%20Aquatic%20Products+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood18,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Aquatic+Products+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Gourmet Foods,https://www.google.com/search?q=Macau%20Peninsula%20Gourmet%20Foods+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Gourmet+Foods+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Fresh Seafoods,https://www.google.com/search?q=Taipa%20Fresh%20Seafoods+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Fresh+Seafoods+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Oceanic Imports,https://www.google.com/search?q=Cotai%20Oceanic%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood21,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Oceanic+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Logistics,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Logistics+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Logistics+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Pacific Trading,https://www.google.com/search?q=Taipa%20Pacific%20Trading+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Pacific+Trading+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Atlantic Distributors,https://www.google.com/search?q=Cotai%20Atlantic%20Distributors+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood24,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Atlantic+Distributors+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Trading,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Trading+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Trading+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Global Marine,https://www.google.com/search?q=Taipa%20Global%20Marine+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Global+Marine+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Asian Food Imports,https://www.google.com/search?q=Cotai%20Asian%20Food%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood27,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Asian+Food+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula HORECA Procurement,https://www.google.com/search?q=Macau%20Peninsula%20HORECA%20Procurement+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+HORECA+Procurement+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Seafood Wholesale,https://www.google.com/search?q=Taipa%20Seafood%20Wholesale+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Seafood+Wholesale+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Aquatic Products,https://www.google.com/search?q=Cotai%20Aquatic%20Products+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood30,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Aquatic+Products+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Gourmet Foods,https://www.google.com/search?q=Macau%20Peninsula%20Gourmet%20Foods+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Gourmet+Foods+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Fresh Seafoods,https://www.google.com/search?q=Taipa%20Fresh%20Seafoods+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Fresh+Seafoods+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Oceanic Imports,https://www.google.com/search?q=Cotai%20Oceanic%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood33,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Oceanic+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Logistics,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Logistics+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Logistics+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Pacific Trading,https://www.google.com/search?q=Taipa%20Pacific%20Trading+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Pacific+Trading+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Atlantic Distributors,https://www.google.com/search?q=Cotai%20Atlantic%20Distributors+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood36,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Atlantic+Distributors+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Trading,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Trading+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Trading+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Global Marine,https://www.google.com/search?q=Taipa%20Global%20Marine+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Global+Marine+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Asian Food Imports,https://www.google.com/search?q=Cotai%20Asian%20Food%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood39,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Asian+Food+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula HORECA Procurement,https://www.google.com/search?q=Macau%20Peninsula%20HORECA%20Procurement+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+HORECA+Procurement+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Seafood Wholesale,https://www.google.com/search?q=Taipa%20Seafood%20Wholesale+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Seafood+Wholesale+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Aquatic Products,https://www.google.com/search?q=Cotai%20Aquatic%20Products+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood42,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Aquatic+Products+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Gourmet Foods,https://www.google.com/search?q=Macau%20Peninsula%20Gourmet%20Foods+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Gourmet+Foods+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Fresh Seafoods,https://www.google.com/search?q=Taipa%20Fresh%20Seafoods+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Fresh+Seafoods+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Oceanic Imports,https://www.google.com/search?q=Cotai%20Oceanic%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood45,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Oceanic+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Logistics,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Logistics+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Logistics+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Pacific Trading,https://www.google.com/search?q=Taipa%20Pacific%20Trading+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Pacific+Trading+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Atlantic Distributors,https://www.google.com/search?q=Cotai%20Atlantic%20Distributors+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood48,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Atlantic+Distributors+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Seafood Trading,https://www.google.com/search?q=Macau%20Peninsula%20Seafood%20Trading+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Seafood+Trading+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Global Marine,https://www.google.com/search?q=Taipa%20Global%20Marine+Taipa,,,,,,,,Taipa,Taipa,Macau,WhatsApp,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Global+Marine+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Asian Food Imports,https://www.google.com/search?q=Cotai%20Asian%20Food%20Imports+Cotai,,,,,,,,Cotai,Cotai,Macau,,LinkedIn /company/macauseafood51,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Asian+Food+Imports+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula HORECA Procurement,https://www.google.com/search?q=Macau%20Peninsula%20HORECA%20Procurement+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,WhatsApp,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+HORECA+Procurement+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Taipa Seafood Wholesale,https://www.google.com/search?q=Taipa%20Seafood%20Wholesale+Taipa,,,,,,,,Taipa,Taipa,Macau,,,마카오 현지 Taipa 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Taipa+Seafood+Wholesale+Taipa+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Cotai Aquatic Products,https://www.google.com/search?q=Cotai%20Aquatic%20Products+Cotai,,,,,,,,Cotai,Cotai,Macau,WhatsApp,LinkedIn /company/macauseafood54,마카오 현지 Cotai 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Cotai+Aquatic+Products+Cotai+Macau,,
2026-07-24,2026-07-24,활전복 / 건전복 (HS 030781),Macau Peninsula Gourmet Foods,https://www.google.com/search?q=Macau%20Peninsula%20Gourmet%20Foods+Macau Peninsula,,,,,,,,Macau Peninsula,Macau Peninsula,Macau,,,마카오 현지 Macau Peninsula 기반 주요 수산물 및 아시안 식품 수입 딜러,"고급 활전복 (CIF $35.00), 명품 건전복 선물세트 (CIF $142.00)",https://www.google.com/maps/search/?api=1&query=Macau+Peninsula+Gourmet+Foods+Macau+Peninsula+Macau,,
2026-07-24,2026-07-24,활전복 / IQF 냉동 (HS 030781 / HS 030783),Taipei Seafood Trading,https://www.google.com/search?q=Taipei%20Seafood%20Trading+Taipei,,,,,,,,Taipei,Taipei,Taiwan,,,대만 현지 Taipei 기반 주요 수산물 및 아시안 식품 수입 딜러,"활전복 (CIF $30.50), 횟감용 IQF 냉동전복 (CIF $29.50)",https://www.google.com/maps/search/?api=1&query=Taipei+Seafood+Trading+Taipei+Taiwan,,
